Category,Sub-Category,Order Date,Total Sales
0,5,2015-10-14,1628.82
0,5,2015-10-15,183.372
0,5,2015-10-18,1151.22
0,5,2015-10-31,1751.2520000000002
0,5,2015-11-02,60.89
0,5,2015-11-05,1212.96
0,5,2015-11-07,854.94
0,5,2015-11-10,433.568
0,5,2015-11-11,1514.512
0,5,2015-11-14,69.264
0,5,2015-11-16,37.296
0,5,2015-11-17,1137.83
0,5,2015-11-18,392.94
0,5,2015-11-23,1140.732
0,5,2015-11-24,731.77
0,5,2015-11-25,725.344
0,5,2015-12-02,129.568
0,5,2015-12-07,635.4939999999999
0,5,2015-12-09,3785.292
0,5,2015-12-14,186.304
0,5,2015-12-15,1209.0819999999999
0,5,2015-12-16,2659.32
0,5,2015-12-19,1819.86
0,5,2015-12-20,1097.4180000000001
0,5,2015-12-21,1897.92
0,5,2015-12-23,64.784
0,5,2015-12-24,292.272
0,5,2015-12-26,830.91
0,5,2015-12-27,997.494
0,5,2015-12-31,605.88
0,5,2016-01-03,184.752
0,5,2016-01-09,60.74
0,5,2016-01-11,532.7280000000001
0,5,2016-01-12,4680.592000000001
0,5,2016-01-19,199.304
0,5,2016-01-27,2985.906
0,5,2016-02-07,790.538
0,5,2016-02-08,110.98
0,5,2016-02-11,2731.0860000000002
0,5,2016-02-28,551.264
0,5,2016-03-02,90.882
0,5,2016-03-05,844.116
0,5,2016-03-07,70.98
0,5,2016-03-09,129.568
0,5,2016-03-11,1448.82
0,5,2016-03-13,915.136
0,5,2016-03-23,107.772
0,5,2016-03-29,1166.92
0,5,2016-03-30,366.744
0,5,2016-04-10,392.94
0,5,2016-04-12,1110.348
0,5,2016-04-16,127.764
0,5,2016-04-18,146.676
0,5,2016-04-21,191.96
0,5,2016-04-25,128.058
0,5,2016-04-26,1304.294
0,5,2016-04-27,1267.53
0,5,2016-04-30,213.115
0,5,2016-05-01,61.584
0,5,2016-05-03,482.97900000000004
0,5,2016-05-04,892.224
0,5,2016-05-06,1522.638
0,5,2016-05-10,291.168
0,5,2016-05-11,207.0
0,5,2016-05-12,262.07
0,5,2016-05-14,819.92
0,5,2016-05-24,602.651
0,5,2016-05-26,210.616
0,5,2016-05-29,317.058
0,5,2016-05-31,2567.84
0,5,2016-06-02,1268.82
0,5,2016-06-07,170.352
0,5,2016-06-09,271.764
0,5,2016-06-12,70.686
0,5,2016-06-16,197.372
0,5,2016-06-18,643.136
0,5,2016-06-26,332.94
0,5,2016-06-29,117.882
0,5,2016-07-09,47.516
0,5,2016-07-11,905.9200000000001
0,5,2016-07-12,283.92
0,5,2016-07-13,1931.04
0,5,2016-07-14,441.92
0,5,2016-07-16,2199.836
0,5,2016-07-25,561.568
0,5,2016-07-26,266.352
0,5,2016-07-30,155.88
0,5,2016-08-03,860.93
0,5,2016-08-05,127.764
0,5,2016-08-08,144.784
0,5,2016-08-11,577.764
0,5,2016-08-21,1142.466
0,5,2016-08-25,40.784
0,5,2016-09-02,203.92
0,5,2016-09-10,389.97
0,5,2016-09-13,1686.272
0,5,2016-09-15,1056.86
0,5,2016-09-17,199.764
0,5,2016-09-21,2834.516
0,5,2016-09-24,1925.6
0,5,2016-09-25,409.718
0,5,2016-10-09,179.886
0,5,2016-10-12,734.9000000000001
0,5,2016-10-13,287.94
0,5,2016-10-15,2453.43
0,5,2016-10-23,1275.1039999999998
0,5,2016-10-24,454.272
0,5,2016-10-25,873.436
0,5,2016-10-31,323.136
0,5,2016-11-05,191.968
0,5,2016-11-06,1123.92
0,5,2016-11-07,341.488
0,5,2016-11-14,1114.192
0,5,2016-11-17,1549.468
0,5,2016-11-20,916.5319999999999
0,5,2016-11-21,396.802
0,5,2016-11-27,283.92
0,5,2016-11-29,1408.8700000000001
0,5,2016-12-07,383.607
0,5,2016-12-11,670.0559999999999
0,5,2016-12-12,348.928
0,5,2016-12-17,991.96
0,5,2016-12-22,422.625
0,5,2016-12-24,883.84
0,5,2016-12-26,275.058
0,5,2016-12-27,212.058
0,5,2017-01-04,1317.492
0,5,2017-01-10,194.848
0,5,2017-01-12,1258.096
0,5,2017-01-21,1167.056
0,5,2017-01-30,435.168
0,5,2017-02-04,1454.9
0,5,2017-02-05,553.8000000000001
0,5,2017-02-07,723.6139999999999
0,5,2017-02-09,215.976
0,5,2017-02-16,617.5640000000001
0,5,2017-03-02,866.4
0,5,2017-03-03,563.43
0,5,2017-03-10,1514.4279999999999
0,5,2017-03-11,687.739
0,5,2017-03-12,572.626
0,5,2017-03-13,386.68
0,5,2017-03-14,196.784
0,5,2017-03-15,1352.032
0,5,2017-03-21,528.43
0,5,2017-03-22,167.888
0,5,2017-03-29,844.116
0,5,2017-03-31,327.996
0,5,2017-04-11,755.136
0,5,2017-04-14,1317.336
0,5,2017-04-15,1121.568
0,5,2017-04-18,344.372
0,5,2017-04-24,1325.76
0,5,2017-04-26,434.646
0,5,2017-04-28,41.568
0,5,2017-05-09,1634.505
0,5,2017-05-11,113.888
0,5,2017-05-12,1951.84
0,5,2017-05-19,641.96
0,5,2017-05-26,873.134
0,5,2017-05-27,3504.9
0,5,2017-05-28,390.272
0,5,2017-05-30,801.568
0,5,2017-05-31,191.079
0,5,2017-06-11,289.408
0,5,2017-06-17,802.546
0,5,2017-06-20,161.568
0,5,2017-06-25,507.304
0,5,2017-06-27,539.658
0,5,2017-06-28,121.96
0,5,2017-07-04,658.746
0,5,2017-07-05,442.764
0,5,2017-07-07,541.34
0,5,2017-07-11,1603.136
0,5,2017-07-15,230.28
0,5,2017-07-18,1539.17
0,5,2017-07-21,363.92
0,5,2017-07-24,253.764
0,5,2017-07-25,241.568
0,5,2017-08-02,241.5
0,5,2017-08-04,95.984
0,5,2017-08-07,662.88
0,5,2017-08-11,731.94
0,5,2017-08-12,680.01
0,5,2017-08-15,225.296
0,5,2017-08-23,532.704
0,5,2017-08-26,2627.852
0,5,2017-08-30,786.744
0,5,2017-09-03,354.9
0,5,2017-09-06,122.352
0,5,2017-09-07,408.006
0,5,2017-09-16,121.78
0,5,2017-09-17,113.888
0,5,2017-09-18,2769.23
0,5,2017-09-19,1573.692
0,5,2017-09-20,98.392
0,5,2017-09-23,553.722
0,5,2017-09-24,718.6120000000001
0,5,2017-09-25,201.96
0,5,2017-09-26,1202.523
0,5,2017-10-10,120.784
0,5,2017-10-12,1746.468
0,5,2017-10-14,102.592
0,5,2017-10-18,307.92
0,5,2017-10-20,443.822
0,5,2017-10-21,242.136
0,5,2017-10-27,718.624
0,5,2017-10-31,2265.7250000000004
0,5,2017-11-11,744.79
0,5,2017-11-12,1226.27
0,5,2017-11-14,788.064
0,5,2017-11-18,557.068
0,5,2017-11-20,318.43
0,5,2017-11-21,322.69
0,5,2017-11-24,1684.752
0,5,2017-11-25,194.352
0,5,2017-11-28,530.472
0,5,2017-11-30,389.97
0,5,2017-12-03,770.352
0,5,2017-12-04,832.64
0,5,2017-12-06,379.372
0,5,2017-12-08,145.764
0,5,2017-12-09,1609.024
0,5,2017-12-11,3461.248
0,5,2017-12-14,81.424
0,5,2017-12-16,563.92
0,5,2017-12-18,563.94
0,5,2017-12-25,4176.022
0,5,2017-12-26,359.29200000000003
0,5,2017-12-27,845.488
0,5,2017-12-29,754.45
0,5,2017-12-30,170.786
0,9,2015-01-03,63.552
0,9,2015-01-06,22.2
0,9,2015-01-08,44.128
0,9,2015-01-11,31.68
0,9,2015-01-12,121.988
0,9,2015-01-16,127.104
0,9,2015-01-20,345.57
0,9,2015-01-26,75.24
0,9,2015-02-04,177.68
0,9,2015-02-06,73.32
0,9,2015-02-09,70.71
0,9,2015-02-11,89.34
0,9,2015-02-12,159.04
0,9,2015-02-18,25.16
0,9,2015-02-20,20.32
0,9,2015-03-10,31.776
0,9,2015-03-11,410.352
0,9,2015-03-15,45.696
0,9,2015-03-18,264.12
0,9,2015-03-19,25.008
0,9,2015-03-21,32.952
0,9,2015-03-24,40.48
0,9,2015-04-04,5.47
0,9,2015-04-05,39.64
0,9,2015-04-06,70.92
0,9,2015-04-11,35.34
0,9,2015-04-15,187.76
0,9,2015-04-19,76.14
0,9,2015-04-20,59.92
0,9,2015-04-23,22.336
0,9,2015-04-25,303.25
0,9,2015-04-29,17.46
0,9,2015-05-07,232.73600000000002
0,9,2015-05-09,31.984
0,9,2015-05-11,293.608
0,9,2015-05-14,310.88
0,9,2015-05-18,149.232
0,9,2015-05-20,150.192
0,9,2015-05-25,29.32
0,9,2015-06-04,125.07
0,9,2015-06-09,41.88
0,9,2015-06-12,34.751999999999995
0,9,2015-06-17,6.24
0,9,2015-06-21,107.994
0,9,2015-06-24,4.272
0,9,2015-07-01,76.728
0,9,2015-07-04,8.96
0,9,2015-07-07,69.008
0,9,2015-07-09,921.938
0,9,2015-07-10,129.92
0,9,2015-07-14,31.984
0,9,2015-07-20,59.760000000000005
0,9,2015-07-25,77.92
0,9,2015-07-26,177.21599999999998
0,9,2015-07-28,129.888
0,9,2015-08-02,14.56
0,9,2015-08-08,503.016
0,9,2015-08-12,119.32
0,9,2015-08-19,289.24
0,9,2015-08-23,4.224
0,9,2015-08-24,13.28
0,9,2015-08-25,6.28
0,9,2015-08-26,10.68
0,9,2015-08-27,29.12
0,9,2015-09-06,86.25999999999999
0,9,2015-09-09,78.144
0,9,2015-09-11,56.52
0,9,2015-09-13,14.19
0,9,2015-09-14,165.488
0,9,2015-09-15,118.49600000000001
0,9,2015-09-17,35.34
0,9,2015-09-20,164.22
0,9,2015-09-21,8.544
0,9,2015-09-22,97.44
0,9,2015-09-26,21.184
0,9,2015-09-27,87.54
0,9,2015-09-28,337.088
0,9,2015-09-29,328.12
0,9,2015-09-30,15.24
0,9,2015-10-01,51.94
0,9,2015-10-09,254.9
0,9,2015-10-10,46.872
0,9,2015-10-11,93.08000000000001
0,9,2015-10-15,15.384
0,9,2015-10-17,5.312
0,9,2015-10-22,223.808
0,9,2015-10-26,63.92
0,9,2015-10-31,32.43
0,9,2015-11-01,9.94
0,9,2015-11-02,332.94
0,9,2015-11-03,8.32
0,9,2015-11-05,66.112
0,9,2015-11-07,124.11
0,9,2015-11-08,12.35
0,9,2015-11-09,127.95
0,9,2015-11-10,72.39
0,9,2015-11-11,34.952
0,9,2015-11-15,10.11
0,9,2015-11-17,124.41
0,9,2015-11-18,206.396
0,9,2015-11-23,6.368
0,9,2015-11-24,298.038
0,9,2015-11-25,82.936
0,9,2015-11-26,19.3
0,9,2015-11-27,199.9
0,9,2015-11-28,397.6
0,9,2015-12-05,34.79
0,9,2015-12-08,85.44
0,9,2015-12-09,40.56
0,9,2015-12-12,65.09
0,9,2015-12-13,182.38799999999998
0,9,2015-12-15,14.704
0,9,2015-12-16,130.488
0,9,2015-12-20,242.81600000000003
0,9,2015-12-24,54.349999999999994
0,9,2015-12-26,522.248
0,9,2015-12-27,215.304
0,9,2015-12-29,143.172
0,9,2015-12-31,63.2
0,9,2016-01-05,63.552
0,9,2016-01-09,124.36
0,9,2016-01-11,259.7
0,9,2016-01-12,6.688
0,9,2016-01-13,542.45
0,9,2016-01-17,254.744
0,9,2016-01-30,227.36
0,9,2016-01-31,53.34
0,9,2016-02-07,159.84
0,9,2016-02-10,11.032
0,9,2016-02-11,96.96
0,9,2016-03-02,165.32
0,9,2016-03-05,665.88
0,9,2016-03-07,451.352
0,9,2016-03-09,238.152
0,9,2016-03-11,42.6
0,9,2016-03-12,80.91199999999999
0,9,2016-03-13,327.76
0,9,2016-03-16,43.13
0,9,2016-03-22,91.96
0,9,2016-03-24,46.9
0,9,2016-03-29,19.92
0,9,2016-03-31,22.38
0,9,2016-04-01,192.22
0,9,2016-04-04,108.4
0,9,2016-04-05,49.088
0,9,2016-04-06,35.28
0,9,2016-04-10,64.944
0,9,2016-04-12,89.91999999999999
0,9,2016-04-13,37.68
0,9,2016-04-16,1196.86
0,9,2016-04-18,6.16
0,9,2016-04-20,595.38
0,9,2016-04-21,209.88
0,9,2016-04-26,97.04
0,9,2016-04-30,65.18
0,9,2016-05-03,38.28
0,9,2016-05-04,554.7199999999999
0,9,2016-05-07,9.856
0,9,2016-05-08,14.76
0,9,2016-05-09,74.11999999999999
0,9,2016-05-12,44.46
0,9,2016-05-14,122.91
0,9,2016-05-20,163.136
0,9,2016-05-23,75.33
0,9,2016-05-25,14.73
0,9,2016-05-26,20.24
0,9,2016-05-29,41.568
0,9,2016-05-31,82.04
0,9,2016-06-03,435.26
0,9,2016-06-07,169.78
0,9,2016-06-09,191.82
0,9,2016-06-12,320.032
0,9,2016-06-14,51.072
0,9,2016-06-15,404.96000000000004
0,9,2016-06-18,136.2
0,9,2016-06-19,12.56
0,9,2016-06-20,257.64
0,9,2016-06-23,27.42
0,9,2016-06-25,280.234
0,9,2016-06-28,621.76
0,9,2016-06-29,20.104
0,9,2016-07-08,212.94
0,9,2016-07-11,64.96
0,9,2016-07-12,79.92
0,9,2016-07-23,128.82
0,9,2016-07-24,20.94
0,9,2016-07-30,5.28
0,9,2016-08-03,373.08
0,9,2016-08-05,211.752
0,9,2016-08-09,21.36
0,9,2016-08-10,218.68
0,9,2016-08-11,269.762
0,9,2016-08-13,31.56
0,9,2016-08-15,104.23
0,9,2016-08-16,254.352
0,9,2016-08-21,25.984
0,9,2016-08-24,14.91
0,9,2016-08-25,27.983999999999998
0,9,2016-08-28,4.16
0,9,2016-09-02,40.784
0,9,2016-09-06,355.36
0,9,2016-09-07,181.96
0,9,2016-09-08,63.22
0,9,2016-09-13,129.93
0,9,2016-09-15,71.68
0,9,2016-09-17,146.136
0,9,2016-09-18,24.4
0,9,2016-09-19,60.84
0,9,2016-09-21,90.228
0,9,2016-09-22,252.57999999999998
0,9,2016-09-24,14.91
0,9,2016-09-27,24.288
0,9,2016-10-09,106.68
0,9,2016-10-11,29.22
0,9,2016-10-15,148.51600000000002
0,9,2016-10-18,10.11
0,9,2016-10-20,90.78
0,9,2016-10-28,57.21
0,9,2016-10-30,15.488
0,9,2016-11-04,121.888
0,9,2016-11-06,77.832
0,9,2016-11-07,315.144
0,9,2016-11-08,46.152
0,9,2016-11-09,244.24
0,9,2016-11-12,107.336
0,9,2016-11-13,183.836
0,9,2016-11-14,76.14
0,9,2016-11-15,39.96
0,9,2016-11-16,220.084
0,9,2016-11-17,117.56
0,9,2016-11-19,141.96
0,9,2016-11-20,118.00399999999999
0,9,2016-11-21,18.176
0,9,2016-11-24,79.76
0,9,2016-11-26,692.472
0,9,2016-11-27,38.97
0,9,2016-11-28,625.962
0,9,2016-11-30,433.79200000000003
0,9,2016-12-03,37.288
0,9,2016-12-05,21.968
0,9,2016-12-06,43.296
0,9,2016-12-07,7.76
0,9,2016-12-12,166.5
0,9,2016-12-14,50.62
0,9,2016-12-15,262.864
0,9,2016-12-17,253.682
0,9,2016-12-18,20.32
0,9,2016-12-20,14.368
0,9,2016-12-21,51.756
0,9,2016-12-24,90.09599999999999
0,9,2016-12-25,823.016
0,9,2016-12-27,53.352
0,9,2016-12-31,14.76
0,9,2017-01-04,7.04
0,9,2017-01-08,19.312
0,9,2017-01-09,191.82
0,9,2017-01-10,41.85
0,9,2017-01-12,177.16
0,9,2017-01-14,315.776
0,9,2017-01-17,322.59
0,9,2017-01-22,124.17200000000001
0,9,2017-01-23,59.99
0,9,2017-01-25,45.98
0,9,2017-02-02,92.474
0,9,2017-02-09,218.93200000000002
0,9,2017-02-12,86.94
0,9,2017-02-14,10.56
0,9,2017-02-16,318.08
0,9,2017-02-19,44.46
0,9,2017-02-21,204.75
0,9,2017-02-27,16.192
0,9,2017-03-03,35.28
0,9,2017-03-04,71.12
0,9,2017-03-05,51.968
0,9,2017-03-09,98.712
0,9,2017-03-10,38.08
0,9,2017-03-11,24.1
0,9,2017-03-12,111.9
0,9,2017-03-13,156.16
0,9,2017-03-14,38.62
0,9,2017-03-17,971.5
0,9,2017-03-19,35.3
0,9,2017-03-20,86.45
0,9,2017-03-27,60.16
0,9,2017-03-29,414.0
0,9,2017-04-02,14.368
0,9,2017-04-04,82.64
0,9,2017-04-06,496.532
0,9,2017-04-07,50.8
0,9,2017-04-08,109.8
0,9,2017-04-09,106.53999999999999
0,9,2017-04-10,11.568
0,9,2017-04-11,376.154
0,9,2017-04-12,113.79
0,9,2017-04-16,9.96
0,9,2017-04-17,97.744
0,9,2017-04-18,127.88
0,9,2017-04-22,141.74
0,9,2017-04-28,30.344
0,9,2017-04-30,134.496
0,9,2017-05-02,18.84
0,9,2017-05-05,16.72
0,9,2017-05-09,174.47199999999998
0,9,2017-05-11,1030.76
0,9,2017-05-12,191.82
0,9,2017-05-14,109.576
0,9,2017-05-16,282.84
0,9,2017-05-17,195.848
0,9,2017-05-19,75.68
0,9,2017-05-20,1049.2
0,9,2017-05-23,37.05
0,9,2017-05-25,24.96
0,9,2017-05-26,68.31
0,9,2017-05-27,30.759999999999998
0,9,2017-05-29,44.76
0,9,2017-05-30,215.24
0,9,2017-05-31,32.064
0,9,2017-06-02,132.224
0,9,2017-06-03,159.04
0,9,2017-06-05,96.31200000000001
0,9,2017-06-11,274.128
0,9,2017-06-14,8.73
0,9,2017-06-17,266.352
0,9,2017-06-20,57.69
0,9,2017-06-25,32.712
0,9,2017-06-26,59.88
0,9,2017-07-01,23.076
0,9,2017-07-05,63.68
0,9,2017-07-07,275.938
0,9,2017-07-11,59.28
0,9,2017-07-14,82.55
0,9,2017-07-16,9.552
0,9,2017-07-17,37.17
0,9,2017-07-19,185.58
0,9,2017-07-22,39.068
0,9,2017-07-25,325.06
0,9,2017-07-28,327.42
0,9,2017-07-31,272.94
0,9,2017-08-03,215.95999999999998
0,9,2017-08-04,184.61999999999998
0,9,2017-08-05,211.96
0,9,2017-08-09,57.266000000000005
0,9,2017-08-10,51.712
0,9,2017-08-12,190.92
0,9,2017-08-15,312.03
0,9,2017-08-18,14.896
0,9,2017-08-22,98.328
0,9,2017-08-23,22.608
0,9,2017-08-26,186.54
0,9,2017-08-30,47.04
0,9,2017-09-01,15.168
0,9,2017-09-07,165.28
0,9,2017-09-09,15.008
0,9,2017-09-10,502.4
0,9,2017-09-13,1336.44
0,9,2017-09-17,316.12
0,9,2017-09-18,66.072
0,9,2017-09-19,25.632
0,9,2017-09-20,17.088
0,9,2017-09-22,100.672
0,9,2017-09-23,560.704
0,9,2017-09-24,212.59
0,9,2017-09-25,68.64
0,9,2017-10-01,104.77000000000001
0,9,2017-10-11,663.028
0,9,2017-10-13,290.26
0,9,2017-10-20,61.1
0,9,2017-10-21,19.96
0,9,2017-10-22,173.26
0,9,2017-10-23,16.156
0,9,2017-10-27,40.2
0,9,2017-10-28,1111.368
0,9,2017-10-29,67.0
0,9,2017-11-01,54.992
0,9,2017-11-03,107.256
0,9,2017-11-06,12.544
0,9,2017-11-11,48.92
0,9,2017-11-12,14.8
0,9,2017-11-13,54.08
0,9,2017-11-14,68.49600000000001
0,9,2017-11-19,34.288000000000004
0,9,2017-11-20,7.068
0,9,2017-11-21,77.952
0,9,2017-11-22,39.88
0,9,2017-11-23,84.81599999999999
0,9,2017-11-24,299.96
0,9,2017-11-26,595.38
0,9,2017-11-27,31.56
0,9,2017-11-29,242.176
0,9,2017-12-05,10.02
0,9,2017-12-06,54.024
0,9,2017-12-09,70.848
0,9,2017-12-11,22.752
0,9,2017-12-12,417.12
0,9,2017-12-14,530.3
0,9,2017-12-15,14.76
0,9,2017-12-18,242.60000000000002
0,9,2017-12-19,303.92
0,9,2017-12-20,18.92
0,9,2017-12-22,919.3040000000001
0,9,2017-12-23,861.468
0,9,2017-12-24,843.52
0,9,2017-12-25,364.97
0,9,2017-12-29,70.56
0,16,2015-01-03,376.509
0,16,2015-01-27,333.0
0,16,2015-03-03,626.352
0,16,2015-03-06,515.88
0,16,2015-03-08,218.75
0,16,2015-03-10,143.432
0,16,2015-03-11,945.036
0,16,2015-03-17,3265.23
0,16,2015-03-28,1184.72
0,16,2015-03-29,890.841
0,16,2015-04-11,573.728
0,16,2015-04-20,1145.69
0,16,2015-05-08,489.23
0,16,2015-05-27,567.12
0,16,2015-05-30,355.455
0,16,2015-06-04,808.314
0,16,2015-06-06,991.764
0,16,2015-06-12,490.44
0,16,2015-06-15,99.918
0,16,2015-06-25,447.84
0,16,2015-06-27,85.98
0,16,2015-07-05,194.25
0,16,2015-07-06,268.935
0,16,2015-07-09,630.6949999999999
0,16,2015-07-13,351.216
0,16,2015-07-19,70.56
0,16,2015-07-21,272.848
0,16,2015-07-22,170.352
0,16,2015-08-04,1487.622
0,16,2015-08-07,502.488
0,16,2015-08-16,853.092
0,16,2015-08-27,1202.94
0,16,2015-08-29,174.0585
0,16,2015-09-06,3147.484
0,16,2015-09-14,464.292
0,16,2015-09-19,73.915
0,16,2015-09-20,617.7
0,16,2015-09-29,2825.268
0,16,2015-10-13,1298.55
0,16,2015-10-20,328.59
0,16,2015-10-21,1000.9100000000001
0,16,2015-10-31,1807.35
0,16,2015-11-02,1256.22
0,16,2015-11-18,1168.2800000000002
0,16,2015-11-25,1218.735
0,16,2015-12-05,700.056
0,16,2015-12-07,698.352
0,16,2015-12-11,629.064
0,16,2015-12-12,4375.536
0,16,2015-12-14,136.53
0,16,2015-12-20,2699.58
0,16,2015-12-23,53.316
0,16,2015-12-30,523.764
0,16,2016-01-08,1004.976
0,16,2016-01-11,301.96
0,16,2016-01-12,1913.4
0,16,2016-01-19,102.438
0,16,2016-01-28,4297.644
0,16,2016-02-03,787.53
0,16,2016-02-08,277.5
0,16,2016-02-11,1038.84
0,16,2016-02-18,35.544
0,16,2016-02-27,493.92
0,16,2016-03-16,171.96
0,16,2016-04-13,1773.752
0,16,2016-04-26,191.5155
0,16,2016-06-22,796.425
0,16,2016-07-05,244.006
0,16,2016-07-09,508.59
0,16,2016-07-25,358.58
0,16,2016-07-26,393.165
0,16,2016-07-31,1090.782
0,16,2016-08-24,1203.149
0,16,2016-08-28,103.481
0,16,2016-09-04,369.912
0,16,2016-09-08,1005.2560000000001
